Title,Year,Rating,Runtime,Critic.Score,Box.Office,Award
Dumb and Dumberer: When Harry Met Lloyd,2003,PG-13,85,10,26.1,TRUE
Rugrats Go Wild,2003,PG,80,41,39.4,FALSE
From Justin to Kelly,2003,PG,81,10,4.6,FALSE
Hulk,2003,PG-13,138,62,132.1,TRUE
Alex & Emma,2003,PG-13,96,11,14.1,FALSE
Charlie's Angels: Full Throttle,2003,PG-13,106,43,100.7,TRUE
"Legally Blonde 2: Red, White & Blonde",2003,PG-13,95,38,89.8,TRUE
Sinbad: Legend of the Seven Seas,2003,PG,86,46,26.3,TRUE
Terminator 3: Rise of the Machines,2003,R,109,70,150.3,TRUE
Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143,79,305.3,FALSE
The League of Extraordinary Gentlemen,2003,PG-13,110,17,66.3,TRUE
Johnny English,2003,PG,87,33,28,FALSE
How to Deal,2003,PG-13,101,28,14.1,FALSE
Bad Boys II,2003,R,147,23,138.4,FALSE
Lara Croft Tomb Raider: The Cradle of Life,2003,PG-13,117,24,65.7,TRUE
Seabiscuit,2003,PG-13,140,77,120.1,TRUE
Spy Kids 3-D: Game Over,2003,PG,84,45,111.7,FALSE
American Wedding,2003,R,96,55,104.4,TRUE
Northfork,2003,PG-13,103,56,1.3,FALSE
All the Real Girls,2003,R,108,71,0.1,FALSE
Freaky Friday,2003,PG,97,88,110.2,FALSE
Masked and Anonymous,2003,PG-13,112,24,0.1,TRUE
S.W.A.T.,2003,PG-13,117,48,116.6,TRUE
Uptown Girls,2003,PG-13,92,14,36.9,FALSE
Freddy vs. Jason,2003,R,97,40,82.2,FALSE
Open Range,2003,R,139,79,58.3,TRUE
Grind,2003,PG-13,105,8,5.1,FALSE
The Medallion,2003,PG-13,88,18,22,TRUE
Marci X,2003,R,84,9,1.5,FALSE
Camp,2003,PG-13,114,63,1.6,TRUE
Le divorce,2003,PG-13,117,37,8.9,FALSE
Step Into Liquid,2003,PG,88,82,3.6,FALSE
Jeepers Creepers II,2003,R,104,23,35.1,FALSE
The Order,2003,R,102,8,7.5,FALSE
Dickie Roberts: Former Child Star,2003,PG-13,98,23,22.7,FALSE
American Splendor,2003,R,101,94,6,FALSE
Matchstick Men,2003,PG-13,116,82,36.9,TRUE
Once Upon a Time in Mexico,2003,R,102,68,55.8,FALSE
Anything Else,2003,R,108,40,3.1,FALSE
Underworld,2003,R,121,31,51.5,FALSE
Thirteen,2003,R,100,81,4.5,TRUE
Cold Creek Manor,2003,R,118,12,21.3,FALSE
Secondhand Lions,2003,PG,109,59,41.4,FALSE
The Fighting Temptations,2003,PG-13,123,42,30.2,TRUE
Luther,2003,PG-13,123,44,5.7,TRUE
Under the Tuscan Sun,2003,PG-13,113,62,43.5,TRUE
The Rundown,2003,PG-13,104,71,47.6,TRUE
School of Rock,2003,PG-13,108,92,81.2,TRUE
Lost in Translation,2003,R,101,95,44.6,TRUE
House of the Dead,2003,R,90,4,10.2,FALSE
Good Boy!,2003,PG,87,45,37.6,FALSE
Intolerable Cruelty,2003,PG-13,100,75,35.1,TRUE
Mystic River,2003,R,138,87,90.1,FALSE
Party Monster,2003,R,98,29,0.3,FALSE
The Texas Chainsaw Massacre,2003,R,98,36,80.1,TRUE
Runaway Jury,2003,PG-13,127,72,49.2,FALSE
Scary Movie 3,2003,PG-13,84,36,109.8,TRUE
Wonderland,2003,R,104,34,1,FALSE
Beyond Borders,2003,R,127,14,4.4,TRUE
Radio,2003,PG,109,36,52.3,TRUE
In the Cut,2003,R,119,34,4.7,FALSE
Brother Bear,2003,G,85,38,85.1,FALSE
The Matrix Revolutions,2003,R,129,36,139.1,FALSE
Elf,2003,PG,97,84,173.4,TRUE
Master and Commander: The Far Side of the World,2003,PG-13,138,85,93.9,FALSE
Love Actually,2003,R,135,63,59.4,FALSE
The Singing Detective,2003,R,109,39,0.3,FALSE
Elephant,2003,R,81,72,1.2,TRUE
Looney Tunes: Back in Action,2003,PG,91,57,20.9,FALSE
Tupac: Resurrection,2003,R,112,78,7.6,FALSE
Dr. Seuss' The Cat in the Hat,2003,PG,82,10,100.4,FALSE
Gothika,2003,R,98,14,59.5,FALSE
The Missing,2003,R,137,58,26.8,FALSE
Timeline,2003,PG-13,116,12,19.4,FALSE
Shattered Glass,2003,PG-13,94,91,2.1,FALSE
The Haunted Mansion,2003,PG,88,13,75.8,TRUE
Pieces of April,2003,PG-13,80,84,2.4,TRUE
Honey,2003,PG-13,94,21,30.2,FALSE
Pride and Prejudice,2003,PG,104,66,0.0814,TRUE
The Last Samurai,2003,R,154,65,111.1,FALSE
Love Don't Cost a Thing,2003,PG-13,100,13,21.7,FALSE
Something's Gotta Give,2003,PG-13,128,71,124.6,FALSE
The Lord of the Rings: The Return of the King,2003,PG-13,201,95,377,FALSE
Mona Lisa Smile,2003,PG-13,117,35,63.7,FALSE
Paycheck,2003,PG-13,119,27,53.7,TRUE
Peter Pan,2003,PG,113,77,48.4,TRUE
Cheaper by the Dozen,2003,PG,98,24,138.5,FALSE
The Young Black Stallion,2003,G,45,45,6.1,FALSE
Calendar Girls,2003,PG-13,108,74,30.9,TRUE
Casa de los babys,2003,R,95,58,0.3,FALSE
Big Fish,2003,PG-13,125,77,66.3,FALSE
House of Sand and Fog,2003,R,126,75,12.9,TRUE
"The Book of Mormon Movie, Volume 1: The Journey",2003,PG-13,120,17,1.1,TRUE
21 Grams,2003,R,124,80,16.2,FALSE
The Cooler,2003,R,101,77,8.2,TRUE
Monster,2003,R,109,82,34.2,FALSE
Concert for George,2003,PG-13,146,94,0.07,FALSE
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,PG-13,95,98,4.1,TRUE
Touching the Void,2003,R,106,93,4.5,FALSE
Billabong Odyssey,2003,PG,88,36,0.054,FALSE
Easy,2003,R,99,59,0.0148,FALSE
Bukowski: Born into This,2003,R,130,83,0.0817,FALSE
I'll Sleep When I'm Dead,2003,R,103,43,0.2,FALSE
The Company,2003,R,112,71,2.2,FALSE
Where's the Party Yaar?,2003,PG-13,110,69,0.0488,FALSE
Coffee and Cigarettes,2003,R,95,65,2,TRUE
Latter Days,2003,R,107,43,0.6,TRUE
Open Water,2003,R,79,72,30.5,TRUE
I Am David,2003,PG,90,38,0.3,FALSE
The Yes Men,2003,R,83,84,0.2,FALSE
Baadasssss!,2003,R,109,91,0.3,TRUE
Saints and Soldiers,2003,PG-13,90,66,1,TRUE
The United States of Leland,2003,R,108,34,0.3,FALSE
The Wild Parrots of Telegraph Hill,2003,G,83,95,2.7,FALSE
Off the Map,2003,PG-13,105,70,1.3,TRUE
The Woodsman,2004,R,87,88,1.5,FALSE
Torque,2004,PG-13,84,23,21.1,FALSE
Along Came Polly,2004,PG-13,90,26,87.9,FALSE
Teacher's Pet,2004,PG,74,76,6.3,FALSE
Win a Date with Tad Hamilton!,2004,PG-13,95,53,16.9,FALSE
The Butterfly Effect,2004,R,113,33,57.7,FALSE
The Big Bounce,2004,PG-13,88,16,6.3,FALSE
The Perfect Score,2004,PG-13,93,17,10.3,FALSE
Catch That Kid,2004,PG,91,12,16.5,TRUE
Miracle,2004,PG,135,80,64.3,TRUE
Barbershop 2: Back in Business,2004,PG-13,106,68,65,TRUE
50 First Dates,2004,PG-13,99,44,120.8,TRUE
Highwaymen,2004,R,80,13,0.3,TRUE
Against the Ropes,2004,PG-13,111,12,5.7,FALSE
The Best Two Years,2004,PG,112,73,0.2,TRUE
Welcome to Mooseport,2004,PG-13,110,13,14.2,FALSE
Confessions of a Teenage Drama Queen,2004,PG,89,13,29.2,TRUE
The Passion of the Christ,2004,R,127,49,370.2,TRUE
Club Dread,2004,R,104,29,4.6,TRUE
Twisted,2004,R,97,1,25,TRUE
Stateside,2004,R,97,24,0.1,FALSE
Dirty Dancing: Havana Nights,2004,PG-13,86,22,14.1,TRUE
Starsky & Hutch,2004,PG-13,101,63,88.2,FALSE
Hidalgo,2004,PG-13,136,47,67.2,TRUE
Spartan,2004,R,106,64,4.3,FALSE
Agent Cody Banks 2: Destination London,2004,PG,100,13,23.2,FALSE
Secret Window,2004,PG-13,96,46,47.8,FALSE
NASCAR: The IMAX Experience,2004,PG,40,61,19.9,TRUE
Taking Lives,2004,R,103,22,32.6,FALSE
Eternal Sunshine of the Spotless Mind,2004,R,108,93,34.1,TRUE
Dawn of the Dead,2004,R,101,75,58.9,TRUE
Never Die Alone,2004,R,88,25,5.5,TRUE
Scooby-Doo 2: Monsters Unleashed,2004,PG,93,21,84,FALSE
Hellboy,2004,PG-13,122,81,59,FALSE
The Prince and Me,2004,PG,111,28,28.1,TRUE
Walking Tall,2004,PG-13,86,25,45.9,TRUE
Home on the Range,2004,PG,76,54,49.9,TRUE
Johnson Family Vacation,2004,PG-13,97,6,31,FALSE
The Girl Next Door,2004,R,108,55,14.5,FALSE
The Whole Ten Yards,2004,PG-13,98,4,16.2,FALSE
Ella Enchanted,2004,PG,96,50,22.8,TRUE
Connie and Carla,2004,PG-13,98,44,8,TRUE
The Punisher,2004,R,124,29,33.7,FALSE
Clifford's Really Big Movie,2004,G,73,53,2.8,FALSE
Man on Fire,2004,R,146,39,77.7,FALSE
13 Going on 30,2004,PG-13,98,64,56,TRUE
Envy,2004,PG-13,99,7,12.2,TRUE
Bobby Jones: Stroke of Genius,2004,PG,120,26,2.5,FALSE
Godsend,2004,PG-13,102,4,14.3,FALSE
Mean Girls,2004,PG-13,97,83,86,TRUE
New York Minute,2004,PG,91,11,14,FALSE
Troy,2004,R,163,54,133.1,FALSE
Breakin' All the Rules,2004,PG-13,85,31,11.8,FALSE
Shrek 2,2004,PG,93,88,436.5,TRUE
A Day Without a Mexican,2004,R,100,27,4,TRUE
Raising Helen,2004,PG-13,119,23,37.4,TRUE
The Day After Tomorrow,2004,PG-13,124,45,186.6,TRUE
Soul Plane,2004,R,86,18,13.9,TRUE
Harry Potter and the Prisoner of Azkaban,2004,PG,142,91,249.4,TRUE
Garfield,2004,PG,80,15,75.3,TRUE
Saved!,2004,PG-13,92,61,8.8,FALSE
The Chronicles of Riddick,2004,PG-13,119,29,56.8,FALSE
The Stepford Wives,2004,PG-13,93,26,59.3,FALSE
Around the World in 80 Days,2004,PG,120,31,23.9,FALSE
Dodgeball: A True Underdog Story,2004,PG-13,92,70,114.2,FALSE
The Terminal,2004,PG-13,128,61,77,FALSE
White Chicks,2004,PG-13,109,15,69.1,FALSE
Fahrenheit 9/11,2004,R,122,83,119.1,TRUE
Spider-Man 2,2004,PG-13,127,94,373.4,TRUE
King Arthur,2004,R,126,31,51.7,TRUE
Sleepover,2004,PG,89,15,8.1,TRUE
Anchorman: The Legend of Ron Burgundy,2004,PG-13,94,66,84.1,TRUE
A Cinderella Story,2004,PG,95,11,51.4,TRUE
The Clearing,2004,R,95,43,5.6,FALSE
The Bourne Supremacy,2004,PG-13,108,81,176,FALSE
Catwoman,2004,PG-13,104,9,40.2,FALSE
She Hate Me,2004,R,138,19,0.0814,TRUE
Thunderbirds,2004,PG,95,19,6.8,FALSE
The Manchurian Candidate,2004,R,129,81,65.7,FALSE
The Village,2004,PG-13,108,43,114.2,TRUE
Harold & Kumar Go to White Castle,2004,R,88,74,18.2,FALSE
Before Sunset,2004,R,80,95,5.6,TRUE
Lightning in a Bottle,2004,PG-13,103,87,0.078,FALSE
De-Lovely,2004,PG-13,125,48,13.1,TRUE
The Door in the Floor,2004,R,111,67,3.6,FALSE
Maria Full of Grace,2004,R,101,97,6.5,TRUE
Little Black Book,2004,PG-13,111,21,20.4,TRUE
Collateral,2004,R,120,86,100,TRUE
The Princess Diaries 2: Royal Engagement,2004,G,113,25,95.1,FALSE
Yu-Gi-Oh!: The Movie,2004,PG,89,5,19.7,FALSE
Riding Giants,2004,PG-13,105,93,2.1,TRUE
AVP: Alien vs. Predator,2004,PG-13,101,21,80.2,FALSE
Without a Paddle,2004,PG-13,95,14,58.2,FALSE
Garden State,2004,R,102,86,26.7,TRUE
Benji: Off the Leash!,2004,PG,97,33,3.6,FALSE
Exorcist: The Beginning,2004,R,114,11,41.8,FALSE
Napoleon Dynamite,2004,PG,96,71,44.5,TRUE
Suspect Zero,2004,R,99,18,8.6,FALSE
Anacondas: The Hunt for the Blood Orchid,2004,PG-13,97,26,31.5,FALSE
Superbabies: Baby Geniuses 2,2004,PG,88,0,9,TRUE
Vanity Fair,2004,PG-13,141,51,16.1,FALSE
Paparazzi,2004,PG-13,84,18,15.6,TRUE
Wicker Park,2004,PG-13,114,25,12.8,FALSE
The Cookout,2004,PG-13,97,5,11.5,FALSE
We Don't Live Here Anymore,2004,R,101,65,1.9,FALSE
Gunner Palace,2004,PG-13,85,85,0.0635,FALSE
Cellular,2004,PG-13,94,55,32,TRUE
Resident Evil: Apocalypse,2004,R,94,21,50.7,TRUE
Mr 3000,2004,PG-13,104,54,21.8,TRUE
Wimbledon,2004,PG-13,98,60,16.8,TRUE
Sky Captain and the World of Tomorrow,2004,PG,106,72,37.6,FALSE
First Daughter,2004,PG,106,8,9,TRUE
The Forgotten,2004,PG-13,91,31,66.6,TRUE
Shaun of the Dead,2004,R,99,92,13.5,FALSE
Criminal,2004,R,87,69,0.7,TRUE
Mean Creek,2004,R,90,90,0.3,FALSE
Shark Tale,2004,PG,90,35,160.8,TRUE
Going Upriver: The Long War of John Kerry,2004,PG-13,87,89,0.5,FALSE
Taxi,2004,PG-13,97,10,36.5,FALSE
Friday Night Lights,2004,PG-13,118,81,60.6,TRUE
Raise Your Voice,2004,PG,103,15,10.4,TRUE
A Home at the End of the World,2004,R,97,49,0.9,FALSE
Shall We Dance,2004,PG-13,106,46,57.8,FALSE
Team America: World Police,2004,R,98,77,32.7,FALSE
The Motorcycle Diaries,2004,R,126,84,16.7,FALSE
Hair Show,2004,PG-13,105,17,0.2,FALSE
The Final Cut,2004,PG-13,95,37,0.5,FALSE
Surviving Christmas,2004,PG-13,91,7,11.2,FALSE
Woman Thou Art Loosed,2004,R,94,50,6.8,FALSE
The Assassination of Richard Nixon,2004,R,95,68,0.6,TRUE
I Heart Huckabees,2004,R,107,62,12.7,TRUE
The Grudge,2004,PG-13,92,39,110.2,FALSE
Birth,2004,R,100,38,5,FALSE
Thérèse: The Story of Saint Thérèse of Lisieux,2004,PG,96,11,0.6,FALSE
Saw,2004,R,103,48,0.7,FALSE
Ray,2004,PG-13,152,81,75.2,FALSE
Alfie,2004,R,103,49,13.4,FALSE
The Last Shot,2004,R,93,61,0.4,FALSE
Fade to Black,2004,R,109,58,1,FALSE
The Polar Express,2004,G,100,55,0.5,FALSE
Seed of Chucky,2004,R,87,32,17,FALSE
After the Sunset,2004,PG-13,97,18,28.3,FALSE
The SpongeBob SquarePants Movie,2004,PG,87,68,85.4,FALSE
Bridget Jones: The Edge of Reason,2004,R,108,27,40.2,TRUE
National Treasure,2004,PG,131,44,173,FALSE
Alexander,2004,R,175,16,34.3,TRUE
Christmas with the Kranks,2004,PG,99,5,73.7,FALSE
Eros,2004,R,104,34,0.0537,FALSE
The Machinist,2004,R,101,77,0.9,TRUE
Blade: Trinity,2004,R,113,26,52.4,FALSE
Ocean's Twelve,2004,PG-13,125,55,125.4,FALSE
Closer,2004,R,104,68,34,FALSE
Spanglish,2004,PG-13,131,53,42,TRUE
Flight of the Phoenix,2004,PG-13,113,30,20.9,FALSE
Lemony Snicket's A Series of Unfortunate Events,2004,PG,108,72,118.5,FALSE
Meet the Fockers,2004,PG-13,115,38,279.2,FALSE
The Phantom of the Opera,2004,PG-13,143,32,51.2,TRUE
Fat Albert,2004,PG,93,25,48,FALSE
The Aviator,2004,PG-13,170,87,102.6,TRUE
Beyond the Sea,2004,PG-13,118,42,6.1,TRUE
Kinsey,2004,R,118,90,10.2,FALSE
Duck Season,2004,R,90,90,0.1,TRUE
A Very Long Engagement,2004,R,133,78,6.2,TRUE
In Good Company,2004,PG-13,109,83,45.5,TRUE
Around the Bend,2004,R,85,28,0.1,FALSE
Sideways,2004,R,126,96,71.4,FALSE
A Love Song for Bobby Long,2004,R,119,43,0.1,FALSE
The Work and the Glory,2004,PG,118,17,3,FALSE
Million Dollar Baby,2004,PG-13,132,91,100.4,TRUE
Riding the Bullet,2004,R,98,27,0.1,TRUE
Hotel Rwanda,2004,PG-13,121,90,23.5,TRUE
P.S.,2004,R,97,55,0.1,FALSE
Being Julia,2004,R,104,76,7.7,FALSE
The Merchant of Venice,2004,R,138,72,3.8,FALSE
Eulogy,2004,R,91,32,0.0418,FALSE
Born Into Brothels: Calcutta's Red Light Kids,2004,R,85,96,3.4,TRUE
Bride & Prejudice,2004,PG-13,122,64,6.5,FALSE
Melinda and Melinda,2004,PG-13,99,53,3.7,TRUE
House of D,2004,PG-13,97,10,0.4,FALSE
Jiminy Glick in Lalawood,2004,R,90,22,0.0257,TRUE
Crash,2004,R,112,75,55.4,FALSE
A Good Woman,2004,PG,93,37,0.0971,TRUE
Primer,2004,PG-13,77,72,0.4,FALSE
Saving Face,2004,R,91,87,1,FALSE
Yes,2004,R,100,52,0.2,FALSE
My Date with Drew,2004,PG,90,71,0.0852,TRUE
Innocent Voices,2004,R,120,71,0.2,FALSE
Winter Solstice,2004,R,90,60,0.2,TRUE
Paper Clips,2004,G,82,72,1,FALSE
Haven,2004,R,115,13,0.1,FALSE
Romance & Cigarettes,2005,R,105,54,0.4,TRUE
The Dying Gaul,2005,R,101,49,0.3,TRUE
The Salon,2005,PG-13,90,12,0.0924,FALSE
Why We Fight,2005,PG-13,98,78,1.9,FALSE
White Noise,2005,PG-13,101,8,55.9,FALSE
Elektra,2005,PG-13,97,10,24.3,FALSE
Racing Stripes,2005,PG,102,35,49.2,FALSE
Coach Carter,2005,PG-13,136,65,67.2,FALSE
Assault on Precinct 13,2005,R,109,60,20,FALSE
Are We There Yet?,2005,PG,95,11,82.3,TRUE
Hide and Seek,2005,R,101,13,51,FALSE
Alone in the Dark,2005,R,96,1,5.1,TRUE
Boogeyman,2005,PG-13,89,13,46.4,FALSE
The Wedding Date,2005,PG-13,90,10,32,FALSE
Hitch,2005,PG-13,118,69,177.6,TRUE
Pooh's Heffalump Movie,2005,G,68,79,18,FALSE
Constellation,2005,PG-13,96,0,0.2,FALSE
Constantine,2005,R,121,46,75.5,TRUE
Because of Winn-Dixie,2005,PG,106,54,32.6,TRUE
Son of the Mask,2005,PG,94,6,17,TRUE
Diary of a Mad Black Woman,2005,PG-13,116,16,50.4,TRUE
Man of the House,2005,PG-13,100,9,19.1,TRUE
The Jacket,2005,R,103,44,6.3,TRUE
The Pacifier,2005,PG,95,20,113,FALSE
Be Cool,2005,PG-13,118,30,55.6,FALSE
Hostage,2005,R,113,35,34.6,FALSE
Robots,2005,PG,91,64,128.1,FALSE
The Ring Two,2005,PG-13,110,20,75.9,TRUE
Ice Princess,2005,G,98,52,24.4,TRUE
Miss Congeniality 2: Armed and Fabulous,2005,PG-13,115,15,48.4,FALSE
Guess Who,2005,PG-13,105,43,68,TRUE
Beauty Shop,2005,PG-13,105,37,36.3,TRUE
The Upside of Anger,2005,R,118,74,18.7,TRUE
The Ballad of Jack and Rose,2005,R,112,47,0.6,TRUE
Fever Pitch,2005,PG-13,104,65,42,TRUE
Sahara,2005,PG-13,124,39,68.6,FALSE
State Property 2,2005,R,94,14,1.7,FALSE
Down and Derby,2005,PG,90,22,0.0439,FALSE
The Amityville Horror,2005,R,90,23,64.3,FALSE
The Great New Wonderful,2005,R,87,73,0.0397,FALSE
The Interpreter,2005,PG-13,128,56,72.5,TRUE
A Lot Like Love,2005,PG-13,107,41,21.8,TRUE
Dust to Glory,2005,PG,97,60,0.6,TRUE
The Game of Their Lives,2005,PG,101,26,0.4,TRUE
King's Ransom,2005,PG-13,95,2,4,TRUE
Madison,2005,PG,99,29,0.5,TRUE
Factotum,2005,R,94,76,0.6,TRUE
xXx: State of the Union,2005,PG-13,101,16,26.1,FALSE
House of Wax,2005,R,113,25,32,FALSE
Kingdom of Heaven,2005,R,144,39,47.3,FALSE
Last Days,2005,R,97,57,0.4,FALSE
Monster-in-Law,2005,PG-13,101,16,82.8,TRUE
Unleashed,2005,R,103,65,24.4,FALSE
Kicking & Screaming,2005,PG,95,41,52.6,FALSE
Star Wars: Episode III - Revenge of the Sith,2005,PG-13,140,80,380.2,FALSE
Dominion: Prequel to the Exorcist,2005,R,117,30,0.2,FALSE
The Longest Yard,2005,PG-13,113,31,158,TRUE
Madagascar,2005,PG,86,55,193.1,FALSE
Duma,2005,PG,100,93,0.8,FALSE
The Sisterhood of the Traveling Pants,2005,PG,119,77,43.5,TRUE
Cinderella Man,2005,PG-13,144,80,61.6,FALSE
Lords of Dogtown,2005,PG-13,107,55,11,FALSE
Mr. & Mrs. Smith,2005,PG-13,120,59,186.1,FALSE
The Honeymooners,2005,PG-13,90,14,12.8,FALSE
Batman Begins,2005,PG-13,140,85,205.2,TRUE
The Perfect Man,2005,PG,100,6,16.2,TRUE
Herbie Fully Loaded,2005,G,101,41,65.9,TRUE
Bewitched,2005,PG-13,102,25,62.3,TRUE
Land of the Dead,2005,R,93,74,20.4,FALSE
Rize,2005,PG-13,86,83,3.3,FALSE
War of the Worlds,2005,PG-13,116,74,234.1,TRUE
Mad Hot Ballroom,2005,PG,105,84,7.9,FALSE
Rebound,2005,PG,103,13,16.7,FALSE
Dark Water,2005,PG-13,105,46,25.4,FALSE
Fantastic Four,2005,PG-13,106,26,154.5,TRUE
Heights,2005,R,93,64,1,TRUE
Charlie and the Chocolate Factory,2005,PG,115,83,206.4,TRUE
Wedding Crashers,2005,R,119,75,209.2,TRUE
March of the Penguins,2005,G,80,94,77.4,TRUE
The Island,2005,PG-13,136,40,35.8,TRUE
Hustle & Flow,2005,R,116,82,22.1,FALSE
The Devil's Rejects,2005,R,107,53,16.9,FALSE
Stealth,2005,PG-13,121,13,31.7,TRUE
Sky High,2005,PG,100,73,63.9,FALSE
Must Love Dogs,2005,PG-13,98,35,43.8,FALSE
Happy Endings,2005,R,128,54,1.2,FALSE
The Wendell Baker Story,2005,PG-13,99,40,0.0481,TRUE
The Dukes of Hazzard,2005,PG-13,104,13,80.2,FALSE
Murderball,2005,R,88,98,1.3,TRUE
Me and You and Everyone We Know,2005,R,91,81,3.7,FALSE
Deuce Bigalow: European Gigolo,2005,R,83,9,22.3,FALSE
The Skeleton Key,2005,PG-13,104,38,47.7,TRUE
The Great Raid,2005,R,132,37,10.1,FALSE
Supercross,2005,PG-13,80,6,3,FALSE
Valiant,2005,G,76,31,19.4,FALSE
The 40-Year-Old Virgin,2005,R,116,85,109.2,TRUE
Red Eye,2005,PG-13,85,79,57.9,FALSE
Don't Come Knocking,2005,R,122,42,0.3,TRUE
Aliens of the Deep,2005,G,100,84,8.3,FALSE
Broken Flowers,2005,R,106,88,13.6,TRUE
The Cave,2005,PG-13,97,11,14.9,FALSE
Undiscovered,2005,PG-13,97,8,1,FALSE
The Constant Gardener,2005,R,129,84,33.6,FALSE
Grizzly Man,2005,R,103,93,2.9,FALSE
A Sound of Thunder,2005,PG-13,101,6,1.7,FALSE
Underclassman,2005,PG-13,95,6,5.6,TRUE
Nine Lives,2005,R,115,75,0.1,FALSE
Mobsters and Mormons,2005,PG,90,75,0.0679,FALSE
The Man,2005,PG-13,83,11,8.3,FALSE
Green Street Hooligans,2005,R,109,47,0.1,TRUE
Lord of War,2005,R,122,61,24,TRUE
An Unfinished Life,2005,PG-13,108,53,8.5,TRUE
Cry_Wolf,2005,PG-13,90,22,10,TRUE
Just Like Heaven,2005,PG-13,95,56,48.3,FALSE
Venom,2005,R,85,11,0.8,FALSE
Junebug,2005,R,106,86,2.4,FALSE
Corpse Bride,2005,PG,77,83,53.3,FALSE
Flightplan,2005,PG-13,98,38,89.6,FALSE
The Thing About My Folks,2005,PG-13,96,45,0.7,FALSE
A History of Violence,2005,R,96,87,31.4,TRUE
Serenity,2005,PG-13,119,82,25.3,FALSE
Into the Blue,2005,PG-13,110,21,18.5,TRUE
The Greatest Game Ever Played,2005,PG,120,63,15.3,FALSE
In Her Shoes,2005,PG-13,130,75,32.8,FALSE
Thumbsucker,2005,R,96,71,1.1,FALSE
Two for the Money,2005,R,122,22,22.9,FALSE
Waiting...,2005,R,94,31,16.1,FALSE
The Gospel,2005,PG,105,32,15.8,FALSE
Proof,2005,PG-13,100,62,7.5,FALSE
The Curse of the Were-Rabbit,2005,G,85,95,56.1,FALSE
Elizabethtown,2005,PG-13,123,28,26.8,FALSE
The Fog,2005,PG-13,100,4,29.5,FALSE
Everything Is Illuminated,2005,PG-13,106,66,1.6,TRUE
Stay,2005,R,99,27,3.3,FALSE
North Country,2005,R,126,68,18.3,FALSE
The Work and the Glory II: American Zion,2005,PG-13,100,45,1.9,TRUE
Doom,2005,R,105,19,28,FALSE
El vacilón: The Movie,2005,R,90,0,1.7,TRUE
Dreamer: Inspired by a True Story,2005,PG,106,64,33,FALSE
Prime,2005,PG-13,105,50,22.7,TRUE
The Weather Man,2005,R,102,58,12.5,TRUE
Saw II,2005,R,93,36,87,FALSE
The Legend of Zorro,2005,PG,129,26,45.4,FALSE
Shopgirl,2005,R,106,61,10.1,FALSE
Jarhead,2005,R,125,61,62.6,FALSE
Chicken Little,2005,G,81,36,135.3,TRUE
"Good Night, and Good Luck.",2005,PG,93,93,31.5,FALSE
Get Rich or Die Tryin',2005,R,117,16,30.9,FALSE
Zathura: A Space Adventure,2005,PG,101,75,28,FALSE
Derailed,2005,R,108,20,35.9,TRUE
Harry Potter and the Goblet of Fire,2005,PG-13,157,88,290,FALSE
Kiss Kiss Bang Bang,2005,R,103,85,4.2,FALSE
Walk the Line,2005,PG-13,136,82,119.3,FALSE
In the Mix,2005,PG-13,95,14,10.1,FALSE
"Yours, Mine & Ours",2005,PG,90,6,53.4,FALSE
Rent,2005,PG-13,135,46,29.1,TRUE
Pride & Prejudice,2005,PG,129,85,38.3,TRUE
Just Friends,2005,PG-13,96,41,32.6,TRUE
Bee Season,2005,PG-13,104,43,1.1,TRUE
First Descent,2005,PG-13,110,52,0.7,FALSE
Æon Flux,2005,PG-13,93,10,25.9,FALSE
Down in the Valley,2005,R,114,52,0.4,TRUE
Syriana,2005,R,128,72,50.8,TRUE
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,143,76,291.7,FALSE
King Kong,2005,PG-13,187,84,218.1,TRUE
The Family Stone,2005,PG-13,103,51,59.9,TRUE
The Squid and the Whale,2005,R,81,93,7.1,FALSE
Fun with Dick and Jane,2005,PG-13,90,29,110.3,TRUE
Cheaper by the Dozen 2,2005,PG,94,6,82.5,FALSE
The Ringer,2005,PG-13,94,40,35,FALSE
Memoirs of a Geisha,2005,PG-13,145,35,57,TRUE
The Producers,2005,PG-13,134,51,19.2,TRUE
Rumor Has It...,2005,PG-13,97,20,42.7,FALSE
Little Manhattan,2005,PG,90,77,0.4,FALSE
BloodRayne,2005,R,95,4,1.6,TRUE
Casanova,2005,R,112,44,11.2,TRUE
Hostel,2005,R,94,61,47.3,FALSE
Munich,2005,R,164,78,47.4,FALSE
Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,PG-13,103,22,0.2,FALSE
Hoodwinked!,2005,PG,80,46,50.8,TRUE
Brokeback Mountain,2005,R,134,87,83,TRUE
End of the Spear,2005,PG-13,108,40,11.7,TRUE
Match Point,2005,R,124,76,23.1,TRUE
The New World,2005,PG-13,135,62,12.5,FALSE
Looking for Comedy in the Muslim World,2005,PG-13,98,42,0.8,FALSE
Nanny McPhee,2005,PG,97,73,47.1,TRUE
The Matador,2005,R,96,74,12.4,FALSE
Capote,2005,R,114,90,28.3,TRUE
Mrs Henderson Presents,2005,R,103,67,11,TRUE
The Three Burials of Melquiades Estrada,2005,R,121,85,4.9,TRUE
Transamerica,2005,R,103,76,8.7,FALSE
